M,weak_error,mean,std
2000,0.005880514139382034,0.02292645698666853,0.024527238964069897
2000,0.03850522060654368,0.02292645698666853,0.024527238964069897
2000,0.0076054859650181985,0.02292645698666853,0.024527238964069897
2000,0.010613696542793883,0.02292645698666853,0.024527238964069897
2000,0.0028596236729644784,0.02292645698666853,0.024527238964069897
2000,0.006846620223096263,0.02292645698666853,0.024527238964069897
2000,0.03081636922216619,0.02292645698666853,0.024527238964069897
2000,0.03600228651641209,0.02292645698666853,0.024527238964069897
2000,0.008875090162196989,0.02292645698666853,0.024527238964069897
2000,0.0812596628161115,0.02292645698666853,0.024527238964069897
4000,0.011217300782843167,0.019626715415325773,0.017082868213802074
4000,0.0094001744258288,0.019626715415325773,0.017082868213802074
4000,0.03021561853499788,0.019626715415325773,0.017082868213802074
4000,0.002347233149475478,0.019626715415325773,0.017082868213802074
4000,0.039739479402952346,0.019626715415325773,0.017082868213802074
4000,0.00356419306072496,0.019626715415325773,0.017082868213802074
4000,0.0520675392317161,0.019626715415325773,0.017082868213802074
4000,0.020987138630050195,0.019626715415325773,0.017082868213802074
4000,0.024436518496649698,0.019626715415325773,0.017082868213802074
4000,0.0022919584380191147,0.019626715415325773,0.017082868213802074
8000,0.0261344116647475,0.014824521440745397,0.008229044774075942
8000,0.024905205956650918,0.014824521440745397,0.008229044774075942
8000,2.0660998142865705e-05,0.014824521440745397,0.008229044774075942
8000,0.020005724354803064,0.014824521440745397,0.008229044774075942
8000,0.013981055992952534,0.014824521440745397,0.008229044774075942
8000,0.019522965664152476,0.014824521440745397,0.008229044774075942
8000,0.009736952994541396,0.014824521440745397,0.008229044774075942
8000,0.0061609605125423775,0.014824521440745397,0.008229044774075942
8000,0.011834078771083239,0.014824521440745397,0.008229044774075942
8000,0.015943197497837607,0.014824521440745397,0.008229044774075942
16000,0.013938367586730643,0.008977510373553857,0.005241975530170245
16000,0.005463717544247381,0.008977510373553857,0.005241975530170245
16000,0.012369099309079411,0.008977510373553857,0.005241975530170245
16000,0.007774359656454447,0.008977510373553857,0.005241975530170245
16000,0.003950692508593676,0.008977510373553857,0.005241975530170245
16000,0.006592061088566697,0.008977510373553857,0.005241975530170245
16000,0.015490665743098651,0.008977510373553857,0.005241975530170245
16000,0.0022101896374125732,0.008977510373553857,0.005241975530170245
16000,0.016913118432770977,0.008977510373553857,0.005241975530170245
16000,0.005072832228584111,0.008977510373553857,0.005241975530170245
32000,0.008413096719087113,0.009175653838499758,0.004614297852744298
32000,0.011908867869132207,0.009175653838499758,0.004614297852744298
32000,0.007987875238116983,0.009175653838499758,0.004614297852744298
32000,0.01992318469005012,0.009175653838499758,0.004614297852744298
32000,0.006625177952857298,0.009175653838499758,0.004614297852744298
32000,0.008368763354251813,0.009175653838499758,0.004614297852744298
32000,0.004702441814557933,0.009175653838499758,0.004614297852744298
32000,0.0062730736515246915,0.009175653838499758,0.004614297852744298
32000,0.012697813613465819,0.009175653838499758,0.004614297852744298
32000,0.004856243481953608,0.009175653838499758,0.004614297852744298
64000,0.0008550400678152019,0.007397576640513902,0.005187219455050049
64000,0.008328724176223698,0.007397576640513902,0.005187219455050049
64000,0.0028057865728895355,0.007397576640513902,0.005187219455050049
64000,0.009243632774411802,0.007397576640513902,0.005187219455050049
64000,0.005034316285021607,0.007397576640513902,0.005187219455050049
64000,0.007334393717780099,0.007397576640513902,0.005187219455050049
64000,0.010378924374605178,0.007397576640513902,0.005187219455050049
64000,0.002129965587668114,0.007397576640513902,0.005187219455050049
64000,0.01874734119829784,0.007397576640513902,0.005187219455050049
64000,0.009117641650425948,0.007397576640513902,0.005187219455050049
